edge_id,source_id,target_id,transaction_hash,timestamp,date,hour,day_of_week,month,value_eth,gas_fee_eth,gas_price_gwei,time_step
2113,802,1016.0,0xb6bd9f5c2a39db9f8a4327c968d2194005056be3c8f62388be1ab45478dbabb8,2017-12-26 04:31:04,2017-12-26,4,1,12,0.0,0.000990696,21.0,70
2114,1164,1016.0,0x1947899ec4075e1e380b9a6156e23010ff9d33fcc12f053e814cef4eab88401b,2017-12-26 04:32:34,2017-12-26,4,1,12,4.0,0.000113384,4.0,70
2115,518,1016.0,0xd5926d90724da1a84a16194d917cff3d279e853e8e3e3af037b9318d28372471,2017-12-26 04:33:49,2017-12-26,4,1,12,8.5,0.000910266,21.0,70
2116,1164,1016.0,0xd986c49d6c22ae8563286789a924452375e1b3624b644cd0dc82a4eac2f4f43f,2017-12-26 04:39:33,2017-12-26,4,1,12,1.0,0.000113384,4.0,70
2117,1164,1016.0,0xce2ebb47cc31f3fbb6d0f4d863dd22163e5019dda237928b5c933a063729d7ca,2017-12-26 04:43:06,2017-12-26,4,1,12,0.5,0.000113384,4.0,70
2118,518,1016.0,0x90d94edc21f06a9960051a901f82629958b002707063f157de712a9fd84eeb33,2017-12-26 04:43:16,2017-12-26,4,1,12,1.0,2.8346028346e-08,0.001000001,70
2119,784,1016.0,0x007e9d4c03b1fef7009a70b7b47d673331c1535aa163c06e7785005394ab7cf3,2017-12-26 04:46:48,2017-12-26,4,1,12,0.0,0.000769104,21.0,70
2120,1164,1016.0,0x525b38edfa09d03adac307d05d66da87e83305c72c1d50c7a543029f5393beb2,2017-12-26 04:47:53,2017-12-26,4,1,12,2.0,0.000113384,4.0,70
2121,518,1016.0,0x317f1f282f435e83115ea44ec6e5a4195062e8d8b10cd7876aed8dc929467ad8,2017-12-26 04:57:40,2017-12-26,4,1,12,0.0,4.7223176e-11,1.001e-06,70
2122,1081,1016.0,0xcb62241669b0b67e085fcc6153537088feb4764fe4feb985bd833b15c7daadec,2017-12-26 05:02:23,2017-12-26,5,1,12,0.0,0.000456792,21.0,70
2123,996,1016.0,0x3137a8938c3c3db90645d070558c22e8a8d69d6d643ec700c5717454ffbb8dc9,2017-12-26 05:03:56,2017-12-26,5,1,12,0.0,0.000455448,21.0,70
2124,1195,1016.0,0x41b6c39a57d4849b66595a32e20249d2edbc4d49bf0f957ac1d9667a51225be4,2017-12-26 05:04:30,2017-12-26,5,1,12,0.0,4.3504000021752e-05,2.000000001,70
2125,1051,1016.0,0xccde1f8963dbb9397d7394ac6d33599780e8ace1d29122666e3f09faac719b2f,2017-12-26 05:12:49,2017-12-26,5,1,12,0.0922181090018048,0.000910266,21.0,70
2126,1051,1016.0,0x8e33cf0f0cde74a9f5db5a9e84121f75ef1d1eb3c60f04dcf142e23839742877,2017-12-26 05:25:56,2017-12-26,5,1,12,0.0,0.000990696,21.0,70
2127,902,1016.0,0xb77572161f51488b2cbfff086ed3359033abab67171c195d8ed36f4d7465462b,2017-12-26 05:33:57,2017-12-26,5,1,12,50.0,0.000910266,21.0,70
2128,902,1016.0,0x50c6d04c0f0003ce13619c0db05c7f4b4b4ee4a7a0563b2b369aa5690ca4db19,2017-12-26 05:39:24,2017-12-26,5,1,12,0.0,0.000957096,21.0,70
2129,618,1016.0,0x79f36ee21355fbc8407358eab998e6032dbf849e780cc426c07652e079320a46,2017-12-26 05:43:07,2017-12-26,5,1,12,0.0,8.6752e-05,4.0,70
2130,1051,1016.0,0x3056f7472a66a31518d65d68649207db26221fd438ae5a4a72e123fd6a362c69,2017-12-26 05:48:36,2017-12-26,5,1,12,0.0,0.000769104,21.0,70
2131,1271,1016.0,0xa4b902948f890cdf8da2e16c6395238644784ae7f2a8b4e6d8618c40dc80a697,2017-12-26 05:52:48,2017-12-26,5,1,12,0.0,0.000955752,21.0,70
2132,1081,1016.0,0xe33a04850c847c294d14f45f52fd35681fe4408cbafe3903e1c4f6feef2dea70,2017-12-26 06:01:50,2017-12-26,6,1,12,0.0,0.000672328,31.0,70
2133,1081,1016.0,0x8f1ddb777e3498b6798ee4e4d69b3f9ac6ff06c37f28bd59eaa21dc8726a9764,2017-12-26 06:23:37,2017-12-26,6,1,12,0.0,0.000674312,31.0,70
2134,553,1016.0,0xe05d7400d9f654806b80382f3cf47627b4519cdc355cd2d20c336214762668ac,2017-12-26 07:04:14,2017-12-26,7,1,12,10.0,0.00030472238,7.03,70
2135,553,1016.0,0xa038cbc14bf8499e5b53c9ee4fbbc2f8921869c6d87dcedfbf487cefba6f6a38,2017-12-26 07:10:33,2017-12-26,7,1,12,0.0,0.000990696,21.0,70
2136,812,1016.0,0x7557dbaa9e03d6bb1b94f07502aa3893cb069e252685c06fdc9f526e813d364a,2017-12-26 07:56:07,2017-12-26,7,1,12,0.005,0.00043346,10.0,70
2137,812,1016.0,0xf260c31e7004e52ee7463aa978e325f1746b5e6c7c2d89b55c1c05d0a48ef52d,2017-12-26 08:14:21,2017-12-26,8,1,12,0.015,0.00028346,10.0,70
2138,812,1016.0,0xee2de6241560d17e82fb7a5ea43b5879224d76c1e104ff84847f40e12a98acd1,2017-12-26 08:19:23,2017-12-26,8,1,12,0.0,0.00090896,20.0,70
2139,965,1016.0,0x285e076685beb42bde0739c904d7e4be227aec7d1bfedbbd6662dbd7197f2a46,2017-12-26 08:38:21,2017-12-26,8,1,12,1.0,0.00108365,25.0,70
2140,965,1016.0,0x0689f3de832c6e986f4a2f286b0c4bbbc443ee42a163eb9828917da6c0dc033c,2017-12-26 08:43:42,2017-12-26,8,1,12,0.0,0.00091024,20.0,70
2141,965,1016.0,0x5cf8f3b0c82d04ceba6c018f5e0e1de40c1465b2738b738607cc29ac81dc7449,2017-12-26 08:43:46,2017-12-26,8,1,12,0.0,0.00061152,20.0,70
2142,1164,1016.0,0x54868b276c12df97a0c537a46e07400c95ae7711b12e2a86b0fc43e90b0a13db,2017-12-26 09:51:54,2017-12-26,9,1,12,0.7,0.000113384,4.0,70
2143,1078,1016.0,0x1ff853f549c8ae6946da0f2170855af5f27e416c16927f74824d02a5d8216d66,2017-12-26 09:58:45,2017-12-26,9,1,12,0.0,0.00030576,10.0,70
2144,1021,1016.0,0xb0535233e02f068d3cf03574ab69645123cc6a498397434381478af6fe39225b,2017-12-26 09:59:03,2017-12-26,9,1,12,4.7,0.00086692,20.0,70
2145,586,1016.0,0x40a086fc95e31502b378e7921f763a40035539b3c2abd22fb067c1e8bef512e5,2017-12-26 10:00:28,2017-12-26,10,1,12,0.08,0.00086692,20.0,70
2146,1021,1016.0,0x511f31a04b081b5fa29d5a2a4cf17f31987abf91d24a26528596cd4f69a162a7,2017-12-26 10:01:01,2017-12-26,10,1,12,0.0,0.00091024,20.0,70
2147,586,1016.0,0x4b1f02a942ee0523b9d2d279c09d1326ac616ee7d3be1ca09855d99e9321a850,2017-12-26 10:14:29,2017-12-26,10,1,12,0.0,0.00091024,20.0,70
2148,553,1016.0,0xfd286e9b84e6a083f7068c8315143fe4e8f0821f7f6b2fd34a733e49e5647922,2017-12-26 10:18:40,2017-12-26,10,1,12,0.0,0.00033306256,7.06,70
2149,368,1016.0,0x301f2fde5773e3fdb566c3eccd65fff7239592863a8ebf4dad6fc8d2b8b0620e,2017-12-26 11:03:47,2017-12-26,11,1,12,2.0,4.76806e-05,1.1,70
2150,368,1016.0,0xbf24709bc3a6e8f15ae976313a22a10af3cbcceadfbe908c52b637b24bddd637,2017-12-26 11:05:34,2017-12-26,11,1,12,0.0,5.00632e-05,1.1,70
2151,4,1016.0,0x5ff9952c4fd3011117016fd1f5150e0cb1673039d224909a39ff06010397c721,2017-12-26 11:21:58,2017-12-26,11,1,12,0.0,0.000769104,21.0,70
2152,1311,1016.0,0x85a1af293378d251c97daca7843c3473998b385f6bd806c041862059e4ee3ab6,2017-12-26 11:26:25,2017-12-26,11,1,12,4.1,0.000595266,21.0,70
2153,1078,1016.0,0x9e9cbb53171eefb96bc6406f3f86180242ec4a36a14709faceabf729d7dc90eb,2017-12-26 11:43:33,2017-12-26,11,1,12,0.8163,0.00028346,10.0,70
2154,1311,1016.0,0x2676b090177116d164ad884c4fe4d2c80292bdf8a9a18a2ede4ca7be7848b466,2017-12-26 12:18:44,2017-12-26,12,1,12,3.7,0.000595266,21.0,70
2155,380,1016.0,0x1d75f3c1c62821d0e99d9c6b8feb22909190e6193edaecbba0c28560ece684b7,2017-12-26 12:21:03,2017-12-26,12,1,12,15.5,0.00086692,20.0,70
2156,380,1016.0,0x36858ab8d7ee44bcb400a249c08b28920bdf3751a8b8cb09f9678ab35b45c5e7,2017-12-26 12:23:42,2017-12-26,12,1,12,0.0,0.000640752,21.0,70
2157,549,1016.0,0x24b74edef5c458b87995db858e93e8ffe87b0bd6719ad1505c584bd5597cef9a,2017-12-26 12:26:35,2017-12-26,12,1,12,0.0,0.000146496,4.0,70
2158,44,1016.0,0x85276e7e4286e3844d774d56cb2ddf20b0956988e2228e15d12925dfe1ad5ac9,2017-12-26 12:50:37,2017-12-26,12,1,12,0.0,0.000147264,4.0,70
2159,4,1016.0,0x58c7ae672d8d72a3116c3bc5f6d17fad72c715396cd690c8aed3a74529f2ffa4,2017-12-26 13:00:20,2017-12-26,13,1,12,0.0,0.000770448,21.0,70
2160,433,1016.0,0xc03a21da13d014ecb6f547b977a1b1cc6b8b2da33df88710e5279030e27442e4,2017-12-26 13:03:42,2017-12-26,13,1,12,6.5,0.000198422,7.0,70
2161,24,1016.0,0x20a45d00df1cc793e2ff1cd07f7046e81c9705a40a067000ba0cfa66d3287aad,2017-12-26 13:33:07,2017-12-26,13,1,12,10.0,0.000910266,21.0,70
2162,24,1016.0,0xe98098168a768422c4ec9f2cc2cb56584ce9eb87aebbbae7111b83e3381bc2ee,2017-12-26 13:34:00,2017-12-26,13,1,12,0.0,0.000990696,21.0,70
2163,24,1016.0,0x8b54b43f44aeddea0a137a45e87e82a5ef8c2dceca0ab8d8142039fc00426c3c,2017-12-26 13:47:12,2017-12-26,13,1,12,0.0,0.000454104,21.0,70
2164,848,1016.0,0xfb60de027b745ee7547ec26c1777af85b10d02dc877b1d2822ff181f2cb50774,2017-12-26 13:51:49,2017-12-26,13,1,12,0.1,8.5038e-05,3.0,70
2165,848,1016.0,0x04f9c1fd2e9d819cc0d1fa388b845ad652e7b680a837fcb5d5626c1f51734cbf,2017-12-26 14:03:08,2017-12-26,14,1,12,0.0,0.000409608,9.0,70
2166,848,1016.0,0xbca4f5dc74d95f324f5f4bb03ccf3e402f331bcdc7d92cb05a9664af8d11e82c,2017-12-26 14:03:20,2017-12-26,14,1,12,0.0,0.00061024,20.0,70
2167,229,1016.0,0xe099c184c2b0be65c66c216075c4b56658c6e2eba7859727b2956a51df3309ee,2017-12-26 14:10:48,2017-12-26,14,1,12,0.0,0.00010968,3.0,70
2168,1068,1016.0,0x3e9905802feba6908816105d8df89ce41c61f9dbf0674a61c3ea3472657597e7,2017-12-26 14:24:09,2017-12-26,14,1,12,0.0,0.0002282,5.0,70
2169,229,1016.0,0x044f1e061e83801bad69fce63b0c0a2261b79c9ddf57f7de492e3f7f1d87df39,2017-12-26 14:36:33,2017-12-26,14,1,12,0.0,0.000456792,21.0,70
2170,773,1016.0,0xc6d9f84800e4cae84caa1505c6ab9b754e10f460eb9ac059b70939ac7a6d8951,2017-12-26 14:49:36,2017-12-26,14,1,12,100.0,0.000595266,21.0,70
2171,1131,1016.0,0x5fe620ad0708c581747f1338ddb8b92e5b8aaf234ea5838285715dd81823b3f1,2017-12-26 14:49:55,2017-12-26,14,1,12,0.0,3.6624e-05,1.0,70
2172,229,1016.0,0xf20c334ed2c781e7eb8bed5a11ced27d1606b2dccc7b66986b599df33ff4f685,2017-12-26 14:50:28,2017-12-26,14,1,12,0.56,0.000910266,21.0,70
2173,1215,1016.0,0x2a3dba8ad9cac9f89e2cc37d028f151e606ec0ca89c1146e4924585a7c61290c,2017-12-26 14:53:35,2017-12-26,14,1,12,0.12,0.000910266,21.0,70
2174,1131,1016.0,0x4c98e1dc5808b3d71f36f7bbd4c24f19b964da13457d2377533174f016a55e17,2017-12-26 14:59:33,2017-12-26,14,1,12,0.0,3.6624e-05,1.0,70
2175,773,1016.0,0xe858aba99229cb353653d802a3e72a8c4bb46d545537da11404a1ab7ae132316,2017-12-26 15:00:06,2017-12-26,15,1,12,45.0,0.000910266,21.0,70
2176,1221,1016.0,0xc0481eb960b2bca4bedc6592fd6b9e6f8e7c0793b4f69a341c4cbe803ab6e6b0,2017-12-26 15:02:54,2017-12-26,15,1,12,0.0,0.000762384,21.0,70
2177,1081,1016.0,0x1cf186ba0a2f81ecee94197f647f199b5cdf9101347e90a956422837a0921c6c,2017-12-26 15:05:37,2017-12-26,15,1,12,0.0,0.000674312,31.0,70
2178,1215,1016.0,0x24d90a6232e2a019346360ffa6d4ee543cd45d1d7c174ba3f4ec6fe9844a45c9,2017-12-26 15:07:27,2017-12-26,15,1,12,0.0,0.000454104,21.0,70
2179,229,1016.0,0xd661181b7dc6457d90fc90d211caffc5bc624367b39d9f9e484a8359f443c1c0,2017-12-26 15:11:07,2017-12-26,15,1,12,0.0,0.001001264,22.0,70
2180,566,1016.0,0xed4b7402523d86ffabeb01723e915b073c42e9e6f0391ca5bfbcb06766c6ac14,2017-12-26 15:15:54,2017-12-26,15,1,12,0.0,2.1816e-05,1.0,70
2181,414,1016.0,0x6349e630ac38bcec63f62c37477a372a1eac4ef0cc101efd11cea283575b982e,2017-12-26 15:16:37,2017-12-26,15,1,12,0.04,0.000953612,22.0,70
2182,1131,1016.0,0x11e9c2ab80562e507bc9413363ad4f0617d7bea89be970a4020716e96f0f7b0e,2017-12-26 15:21:24,2017-12-26,15,1,12,0.0,3.6624e-05,1.0,70
2183,1131,1016.0,0x27f390b1ba1b23f603d6a226e8b67dfc61afa8db545418ebe85aba4d531e0d22,2017-12-26 15:21:46,2017-12-26,15,1,12,0.0,3.6624e-05,1.0,70
2184,1081,1016.0,0x8c8093606986ecb18e44f0421ab024e2dbd8302a426897785f2d428cbe8ee406,2017-12-26 15:26:38,2017-12-26,15,1,12,0.0,0.000674312,31.0,70
2185,414,1016.0,0xcbf6f99609f39e4d5fd6454c4b3353e6b67ae02d99d83ba9670898a6bd36c6de,2017-12-26 15:27:36,2017-12-26,15,1,12,0.0,0.000954408,21.0,70
2186,4,1016.0,0x4c53fbd78f40a489a61b218e1fd2efc7b2fd10a41a3b604ad5ff633580a45c5e,2017-12-26 15:31:37,2017-12-26,15,1,12,0.0,0.000767634,21.0,70
2187,4,1016.0,0xa43134d0387aebb7f28c45f401d3732d0023c332de69fa1c66fdabbf1688e5cf,2017-12-26 15:31:57,2017-12-26,15,1,12,0.0,0.000769104,21.0,70
2188,1122,1016.0,0xed8a61c1bee27e1b9e8759bf7df63e69617924d3afc6fc6d1d7ce11e5e5d1265,2017-12-26 15:33:53,2017-12-26,15,1,12,0.0,0.000770448,21.0,70
2189,414,1016.0,0xa57894161a9612e09ee3a17ca2a9d2e07aa1c887a796f6df338199f4260fea3a,2017-12-26 15:36:40,2017-12-26,15,1,12,0.0,0.000455448,21.0,70
2190,47,1016.0,0x7f7541e37c64da9ff3abe3f087efc436f4a177ea09ab2fd7927edef98035edb8,2017-12-26 15:39:22,2017-12-26,15,1,12,0.0,0.00018312,5.0,70
2191,848,1016.0,0xb89874cd90148a03b5fa275d59642d2b748a5b2122adae174eb5ef9a17d86320,2017-12-26 15:49:39,2017-12-26,15,1,12,0.33,0.00014173,5.0,70
2192,1081,1016.0,0x4dbef1b3af34029003ddf1f556e408d72b1497344f863de06733d3008a93c775,2017-12-26 15:50:17,2017-12-26,15,1,12,0.0,0.000674312,31.0,70
2193,44,1016.0,0x0c91cf783b4c98a00729e721dd9b28895508b7910c5e3f97b8b57da6a1520a6c,2017-12-26 15:53:44,2017-12-26,15,1,12,0.0,8.7264e-05,4.0,70
2194,1081,1016.0,0x37ec4cab6f33ac739f50444d08aedca8ace58af7fa32954fa7af54e7750f2faf,2017-12-26 15:55:07,2017-12-26,15,1,12,0.0,0.000891832,41.0,70
2195,44,1016.0,0xc0f18df95e49a4f559379f39d0fad483876e08f9a5ce999bcabbe1c406b9f244,2017-12-26 16:08:16,2017-12-26,16,1,12,0.0,0.000458136,21.0,70
2196,773,1016.0,0x3060d1c95f56c4fadb287776d4de1add76dd6062d5924f51ad0c9d5143ea4575,2017-12-26 16:09:16,2017-12-26,16,1,12,15.0,0.000910266,21.0,70
2197,773,1016.0,0x8f193315c90612e8e4fdd39d647268380bedf640dc640694561b2b15e348f569,2017-12-26 16:21:54,2017-12-26,16,1,12,0.0,0.000767634,21.0,70
2198,1081,1016.0,0x80c23d1c9dce44c972d868174cdff581a471e67e5a6726d54305de9715658781,2017-12-26 16:22:52,2017-12-26,16,1,12,0.0,0.000886584,41.0,70
2199,773,1016.0,0x8dca52d80036a0f19f49c59644cb9afacc3d7502d3f00c724783b2fd588d7c12,2017-12-26 16:24:46,2017-12-26,16,1,12,0.0,0.001082634,21.0,70
2200,34,1016.0,0x8f20983a0053a44b27aa10893cf1194447b48d8bec71c7291637a095bb907350,2017-12-26 16:31:30,2017-12-26,16,1,12,0.0,0.001082634,21.0,71
2201,1081,1016.0,0x3656dac83491e413a814f4e4e2107aea913b8bdf7d6458322281ef252a40036c,2017-12-26 16:33:18,2017-12-26,16,1,12,0.0,0.000891832,41.0,71
2202,34,1016.0,0xc883718f3fde5cc506504d1ae08e0c43bfdddf2be277c3de162033b03d786435,2017-12-26 16:33:41,2017-12-26,16,1,12,0.0,0.001082634,21.0,71
2204,34,1016.0,0x22c2f8e458c48b74c1ffc772b47bd34b2510ba895340b4b4b2b94ec996e818d1,2017-12-26 16:36:50,2017-12-26,16,1,12,0.0,0.000455448,21.0,71
2203,109,1016.0,0x0add23c4288e67fccb65cbae9a07d367547c20e94b09c03bfb4604756d6cb2f2,2017-12-26 16:36:50,2017-12-26,16,1,12,7.13324,0.000910266,21.0,71
2205,109,1016.0,0x846474e52cd51d0c7a4bd8c186f859e894854c33fff0610b89d150f2e77c1d3d,2017-12-26 16:50:11,2017-12-26,16,1,12,0.0,0.000957096,21.0,71
2206,109,1016.0,0x96ec9add53cdea4b21cd0546a6b22a5499538bcf85b091155c4a84ef13b57e29,2017-12-26 16:54:37,2017-12-26,16,1,12,0.0,0.000955752,21.0,71
2207,414,1016.0,0xe73c2874af91c8048d0e13e8e58c941a3c2e5bb913bc46a4be6b4c5ea41778d4,2017-12-26 17:05:29,2017-12-26,17,1,12,0.001,0.00086692,20.0,71
2208,1081,1016.0,0xddd8c7e11e440e493046901ccb0c6ab2a4f20dbb1ee62674a1daa3990819ece2,2017-12-26 17:18:09,2017-12-26,17,1,12,0.0,0.000674312,31.0,71
2209,773,1016.0,0x60f5f2511a973d1b6f623b197200d04a33ff56a4a852304a87900f7b7f0e8df8,2017-12-26 17:19:57,2017-12-26,17,1,12,25.0,0.000595266,21.0,71
2210,773,1016.0,0x1a528bc85052d62107102811c832e4660ed89ec3ca8be7486c8402197062c24c,2017-12-26 17:21:28,2017-12-26,17,1,12,0.0,0.001082634,21.0,71
2211,852,1016.0,0xebbd95ae232061dabed1ee9bf35acde7d5fd11003e8e5824d68a6b850d5d2df0,2017-12-26 17:25:57,2017-12-26,17,1,12,0.0,0.000454104,21.0,71
2212,1081,1016.0,0x4559bdfcaa18c0cfdc86af32b2359655e4174c3cadee981219ac3ca9c0f86618,2017-12-26 17:35:10,2017-12-26,17,1,12,0.0,0.000674312,31.0,71
2213,433,1016.0,0x68baa8a3579bf1f015e0b3f9517e0748d3b52359a0afd68028b0adc5742d11dd,2017-12-26 17:51:22,2017-12-26,17,1,12,0.0,6.5256e-05,3.0,71
2214,252,1016.0,0xf193830f4ec3092ea1de8c800287dc9bdba8d38fadfa61e5f101d19a32ea43aa,2017-12-26 18:10:08,2017-12-26,18,1,12,1.0,0.000910266,21.0,71
2215,252,1016.0,0x9705f49a36821ff3fd5a878900bfe60d67fb3ce2946aee2631799a0c35e39313,2017-12-26 18:12:59,2017-12-26,18,1,12,0.0,0.000955752,21.0,71
2216,823,1016.0,0xe46a1e1141ecc29e027021541b9f56431c82671e49f926c1879ea658257f672a,2017-12-26 18:14:55,2017-12-26,18,1,12,1.0,0.000910266,21.0,71
2217,823,1016.0,0xd8f76269702e7944d4744bf290c1a72e5afdd618056745215838bbec3e2de25c,2017-12-26 18:20:53,2017-12-26,18,1,12,0.0,0.000955752,21.0,71
2218,823,1016.0,0xb4ee284bca0802cbe3e32e29d31880dbb81b208544e5dab5af3f69937d20e7b9,2017-12-26 18:38:33,2017-12-26,18,1,12,0.0,0.000640752,21.0,71
2219,823,1016.0,0x11a4e86ea1f4a223f5e5942c98d2f86ecb4c0a98d84240275a5433a3ab8314a8,2017-12-26 18:38:56,2017-12-26,18,1,12,0.0,0.000640752,21.0,71
2220,773,1016.0,0x4e395c3c54b8e1a2663c107bad7e6880b820eeca93e15a2533a30b0f44259bae,2017-12-26 18:45:06,2017-12-26,18,1,12,95.0,0.000595266,21.0,71
2221,773,1016.0,0x04aab5f3e4384f001ceae6afa5f194e9b4f0d6e1d0a4098f0867ffb46d6558b5,2017-12-26 18:47:37,2017-12-26,18,1,12,0.0,0.001083978,21.0,71
2222,109,1016.0,0x6982dfa485f45ec884af33d7c5641057dfc7d59eaac5aa52a064ddd75184f3ff,2017-12-26 19:11:38,2017-12-26,19,1,12,0.02272,0.000910266,21.0,71
2223,109,1016.0,0xfbfadb0f7e25d7f1a618a9120755b08baccd53475369137503a93c061962f300,2017-12-26 19:13:04,2017-12-26,19,1,12,0.0,0.000954408,21.0,71
2224,159,1016.0,0x11d8febb1c3800cf9147c4c4ef6d28ba14fb8d6a08fc45c477ab3de84b35e8a9,2017-12-26 19:30:46,2017-12-26,19,1,12,0.0,9.4352e-05,2.0,71
2226,159,1016.0,0x02bf9174c5339a1c029b9cfd4c599d3f2d4f7abd94f4ce26f9549b0c8b8d928f,2017-12-26 19:36:19,2017-12-26,19,1,12,0.7,8.6692e-05,2.0,71
2225,451,1016.0,0xe12cb25b8a400521c4eceaf80c116285272ecc6e1cd7cfeba1856c6e0f37fe0b,2017-12-26 19:36:19,2017-12-26,19,1,12,1.0,2.8346e-05,1.0,71
2227,926,1016.0,0x64cb71cf7f17df708a62f5086d74450bc6f2d7aec5aa9f6a3f28e8baf8324a8d,2017-12-26 19:38:53,2017-12-26,19,1,12,0.005247,0.000910266,21.0,71
2228,304,1016.0,0xcba6e3123313fbcf60a199c4994fbe7c7377ae3ee1cc201afb049a00dc35c661,2017-12-26 19:45:41,2017-12-26,19,1,12,0.0,4.3376e-05,2.0,71
2229,140,1016.0,0x345dde2860e944c9880ad6d482902cb45d6b69594c182a47c45d1f68c864739a,2017-12-26 19:53:48,2017-12-26,19,1,12,0.0,4.3504e-05,2.0,71
2230,433,1016.0,0x9c75dd24cf2b0485a3f3747e3c04e6447cc35e49d90d0638afdfa01e6d5a2b25,2017-12-26 19:56:54,2017-12-26,19,1,12,2.11,0.000303422,7.0,71
2231,1222,1016.0,0x4330a3473da34be19a29e53e753d2b709a8515aa657d6fe512cfe9b83623d22c,2017-12-26 20:07:20,2017-12-26,20,1,12,0.04,0.000910266,21.0,71
2232,433,1016.0,0x0d49ec1aa1c639e5f23d4c57f27c81841a5e6f18e000ceea5cdeb5e007880737,2017-12-26 20:16:20,2017-12-26,20,1,12,5.5,0.000170076,6.0,71
2233,304,1016.0,0x556871894024b51903797321a9ff0007ed570c83e4c92bf6b39521c77a46f66e,2017-12-26 20:26:19,2017-12-26,20,1,12,0.0,2.1688e-05,1.0,71
2234,231,1016.0,0xbbdf6dc3b63803fe4aa821cd8d7b5694a68d6bebc220cd51f7158bf7d05f1854,2017-12-26 20:29:16,2017-12-26,20,1,12,0.05,0.000910266,21.0,71
2235,231,1016.0,0x5a36d9e66717a86a70b76eb8f473d7e8d2cf2ad2e37972e59d083bdf6e48aaaf,2017-12-26 20:32:09,2017-12-26,20,1,12,0.0,0.000990696,21.0,71
2236,4,1016.0,0x5b7570afb88a2c18415bc5b47b8d075aa3bdfd4a11418150892cbe5c645dc042,2017-12-26 20:41:41,2017-12-26,20,1,12,0.0,0.000767634,21.0,71
2237,433,1016.0,0x842b1e65ae52d671f15009cf5e3b2f9e295e6dbb0c8135f7b9c7521e03e0d34a,2017-12-26 21:02:33,2017-12-26,21,1,12,7.37495,0.000260076,6.0,71
2238,918,1016.0,0xbbdc497bffbaa4903fec071e1324a410651846a1eabcef51f79202d017cbaa74,2017-12-26 21:17:30,2017-12-26,21,1,12,162.0,0.000595266,21.0,71
2239,1222,1016.0,0x865997f4156f61effb43fafddd53cbee01f8cb333dd51de678598b46dddccb80,2017-12-26 21:26:50,2017-12-26,21,1,12,1.97,0.000595266,21.0,71
2240,1222,1016.0,0xbfaaeef45571d399ca41e71ffe51ba7cd9dbc4b2213308d536d4c0b2254272ce,2017-12-26 21:30:50,2017-12-26,21,1,12,0.0,0.000955752,21.0,71
2241,433,1016.0,0x9477c04481a92ade0ce6e20d942d2281456ee6a3bd83b13cb10dde9409023a14,2017-12-26 21:44:34,2017-12-26,21,1,12,8.4,0.000476806,11.0,71
2242,47,1016.0,0x4c0733e2345ff1cbef638b967e19b36e6916d2676266567562e755f405390ec6,2017-12-26 21:49:58,2017-12-26,21,1,12,22.0,0.000113384,4.0,71
2243,959,1016.0,0xe452350dbd9fcf2007e07f4944a4e862d05b0d0cc1912ed8f58228587fb996c1,2017-12-26 22:06:35,2017-12-26,22,1,12,0.01,0.000910266,21.0,71
2244,47,1016.0,0x1ab686b7d52237d0d07713912825e33b90be56d66c95494b857f69f3c7323c86,2017-12-26 22:08:16,2017-12-26,22,1,12,0.0,0.000146496,4.0,71
2245,107,1016.0,0x4ffe887a908ebdd2369c4bb373298cbe221aa06c19680e99284adf7247b26dab,2017-12-26 22:08:53,2017-12-26,22,1,12,0.0,0.00045276,21.0,71
2246,959,1016.0,0x108ad0b87697ed9fab258bb7a8912ca7c5448fff849e8599862b44742b886ec2,2017-12-26 22:08:53,2017-12-26,22,1,12,0.0,0.000990696,21.0,71
2247,14,1016.0,0xe0c9ea61c92a10263d14ada905e4a9f98c99e28511d1ce3446420764cfe5fee0,2017-12-26 22:16:43,2017-12-26,22,1,12,40.0,0.000595266,21.0,71
2248,1068,1016.0,0xcf315fb327ea28222a1a508b960e3a1fa72b1886224ec143e51ba02d99079c89,2017-12-26 22:23:48,2017-12-26,22,1,12,8.0,0.000226768,8.0,71
2249,47,1016.0,0xc1be400f000d8f817c5cd98dd044c6e1e6c079c17232229716853827db5b17ad,2017-12-26 22:36:58,2017-12-26,22,1,12,0.0,0.000146496,4.0,71
2250,1045,1016.0,0xed745b8efd912d56bdb78ddaedfc9c0cd2fb1b887f366ce018bf2d8497722501,2017-12-26 22:36:58,2017-12-26,22,1,12,0.1,0.000910266,21.0,71
2251,47,1016.0,0x6482686b8348138562a2799215e063ae09eb6f865f03a810c34ac9dd768477ca,2017-12-26 22:37:55,2017-12-26,22,1,12,0.0,8.7008e-05,4.0,71
2252,1045,1016.0,0x9e477a749c0f6c5baf13c892b5104d704177c7ba6842ab420b5f147e1e9c31de,2017-12-26 22:38:35,2017-12-26,22,1,12,1.4,0.000595266,21.0,71
2253,968,1016.0,0xac17786cc1302536ca13237ad4858501de529742ad4157381ca82b7fca296b20,2017-12-26 22:38:35,2017-12-26,22,1,12,0.0,0.000456792,21.0,71
2254,1045,1016.0,0xbafa0bec84473f2b4cdd8e0bc681c50e5f8caaa38840f3bf05719df235cf7735,2017-12-26 22:40:52,2017-12-26,22,1,12,0.0,0.000955752,21.0,71
